option_id,product_id,value_id,values_name
2,32493596,7,Tím than
2,32486678,1,Đen
2,28089224,1,Đen
2,28089224,2,Rêu
2,28048432,1,Đen
2,28048432,2,Be
2,27918188,1,Đen
2,27918188,2,Tím
2,27918187,1,Đen
2,27918187,2,Tím than
2,27918187,3,Vàng
2,23372384,1,Hồng
2,23372384,2,Đỏ đô
2,23372384,3,Tím than
2,23372384,4,Vàng
2,23372384,5,Rêu
2,23372384,6,Tím
2,23372384,7,Xanh bạc hà
2,23372384,8,Xanh
2,23372384,9,Đen
2,23372384,10,Trắng kem
2,23372384,11,Xanh trời
2,23372384,12,Be
2,23372384,13,Đỏ đậm
2,23372384,14,Đỏ tươi
2,30390115,1,Be
2,30390115,2,Đen
2,30390115,3,Trắng
2,30390115,4,Xanh Lá
2,30390115,5,Xanh nhạt
2,30390115,6,Xanh coban
2,30390115,7,Cam
2,30390115,8,Hồng đậm
2,30390115,9,Tím nhạt
2,29964651,1,Cam
2,29964651,2,Xanh Lá
2,29964651,3,Trắng 1
2,29964651,4,Be
2,29964651,5,ĐEN 1
2,29964651,6,Tím
2,29964651,7,Vàng
2,30247846,1,Xanh ngọc
2,30247846,2,Xanh dương
2,30247846,3,Trắng 1
2,30648268,1,Navy
2,30648268,2,Xanh đậm
2,30648268,3,ĐEN 1
2,30648268,4,Nâu
2,30648268,5,Trắng 1
2,30648268,6,Đỏ
2,30648268,7,Hồng đậm
2,30668143,1,Xanh Lá
2,30668143,2,Be
2,30668143,3,ĐEN 1
2,30668143,4,Trắng 1
2,30339735,1,Trắng 1
2,30339735,2,ĐEN 1
2,30339735,3,Xám đậm
2,30339735,4,Cổ vịt
2,30339735,5,Be
2,30335891,1,Cam
2,30335891,2,Xanh ngọc
2,30335891,3,Đen 1
2,30335891,4,Trắng 1
2,29888034,1,Navy
2,29888034,2,ĐEN 1
2,29888034,3,Xanh đậm
2,29888034,4,Be
2,29888034,5,Trắng 1
2,29888034,6,Cam
2,29888034,7,Xanh coban
2,29888034,8,Nâu
2,30338730,1,Đỏ
2,30338730,2,Be
2,30338730,3,Xám đậm
2,30338730,4,Xanh cổ vịt
2,30338730,5,Trắng 1
2,30338730,6,ĐEN 1
2,30338730,7,Navy
2,30338730,8,Bã Trầu
2,30338730,9,Cam
2,30338730,10,Xanh ngọc
2,30339736,1,ĐEN 1
2,30339736,2,Trắng 1
2,24980067,1,Xanh dương
2,24980067,2,Đen
2,24980067,3,Vàng
2,24980067,4,Trắng
2,24980067,5,Xanh đậm
2,24559892,1,Đỏ
2,24559892,2,Xanh cốm
2,24559892,3,Xanh biển
2,24559892,4,Đen
2,24559892,5,Hồng
2,24559892,6,Tím
2,24559892,7,Trắng
2,23600294,1,Rêu
2,23600294,2,Đen
2,23600294,3,Nâu
2,30384152,1,Xanh dương
2,30384152,2,Xanh Lá
2,30384152,3,Navy
2,30384152,4,Đen 1
2,30384152,5,Trắng 1
2,30340186,1,Đỏ
2,30340186,2,Xanh Lá
2,30340186,3,Nâu
2,30340186,4,Trắng 1
2,30340186,5,Đen 1
2,30339941,1,Cam
2,30339941,2,Xanh ngọc
2,30339941,3,Trắng 1
2,30339941,4,Đen 1
2,30276968,1,ĐEN 1
2,30276968,2,Trắng 1
2,30276968,3,Xanh ngọc
2,30276968,4,Tím
2,30174558,1,ĐEN 1
2,30174558,2,Trắng 1
2,30174556,1,Xanh ngọc
2,30174556,2,Trắng 1
2,30174556,3,ĐEN 1
2,30174556,4,Hồng
2,30174556,5,Xanh dương
2,30174547,1,Trắng 1
2,29897010,1,Trắng 1
2,29897010,2,ĐEN 1
2,29897010,3,Tím
2,29896222,1,Cam
2,29896222,2,Trắng 1
2,29896120,1,Tím
2,29896120,2,Trắng 1
2,29896120,3,ĐEN 1
2,29896118,1,Xanh Lá
2,29896118,2,Trắng 1
2,29896118,3,Nâu sữa
2,29896118,4,Xanh dương
2,29896118,5,ĐEN 1
2,29896117,1,ĐEN 1
2,29896117,2,Trắng 1
2,25145258,1,Cam đất
2,25145258,2,Navy
2,25145258,3,Đen
2,25145258,4,Xanh cổ vịt
2,25145258,5,Trắng
2,24566485,1,Tím than
2,24566485,2,Đỏ
2,24566485,3,Đen
2,24566485,4,Cam
2,24566485,5,Vàng
2,24566485,6,Trắng
2,29505173,1,Cam đất
2,29505173,2,Đen
2,29505173,3,Trắng
2,29505173,4,Xanh rêu
2,30442036,1,Nâu
2,30442036,2,Trắng 1
2,30442036,3,Xanh Lá
2,30442036,4,Navy
2,30442036,5,ĐEN 1
2,30339737,1,Trắng đen
2,32493677,1,Be
2,32493677,2,Trắng
2,32493677,3,Đen
2,32482454,1,Xanh Lá
2,32482454,2,Trắng
2,32482454,3,Xanh cổ vịt
2,32482454,4,Ghi
2,32482454,5,Đỏ
2,32482454,6,Nâu
2,32482454,7,Đen
2,32202419,1,Trắng
2,32202419,2,Nâu
2,32202419,3,Đỏ đô
2,32202419,4,Ghi
2,32202419,5,Đen
2,30339829,1,Cam
2,30339829,2,Tím nhạt
2,30339829,3,Xanh ngọc
2,29857238,1,Bã Trầu
2,29857238,2,Cam
2,29857238,3,Xanh Lá
2,29857238,4,Đen
2,32830249,1,Kẻ xanh đậm
2,32830249,2,Kẻ đỏ
2,32830249,3,Kẻ xanh lá
2,32486525,1,Tím than
2,32486525,2,Navy
2,32486525,3,Đen
2,32486525,4,Nâu
2,32894320,1,Trắng
2,32894320,2,Be
2,32894320,3,Đen
2,32492437,1,Navy
2,32492437,2,Đen
2,32492437,3,Trắng
2,32492437,4,Ghi Đậm
2,32492437,5,Nâu sữa
2,32830701,1,Đỏ
2,32830701,2,Be
2,30712196,1,Tím
2,30712196,2,Hồng
2,30712196,3,Trắng
2,30388956,1,Xanh coban
2,30388956,2,Trắng
2,30388956,3,Xanh lơ
2,30388956,4,Vàng
2,30388956,5,Navy
2,30388951,1,Xanh lơ
2,30388951,2,Vàng
2,30388951,3,Trắng
2,30388951,4,Be
2,30709933,1,Xanh lơ
2,30709933,2,Tím
2,30709933,3,Trắng
2,30709933,4,Đen
2,30709933,5,Tím 2
2,27914257,1,Xanh ngọc
2,27914257,2,Đen
2,27914257,3,Xanh rêu
2,27914257,4,Trắng
2,27914257,5,Đỏ
2,27914257,6,Cam
2,30386827,1,Xanh đậm
2,30386827,2,Nâu
2,30386827,3,Xanh Lá
2,30386827,4,Tím
2,30386827,5,Nâu 1
2,30388955,1,Hồng
2,30388955,2,Xanh rêu
2,30388955,3,Đen
2,30388955,4,Xanh
2,30339872,1,Xanh Lá
2,30339872,2,Đen
2,30339872,3,Trắng
2,30339872,4,Tím nhạt
2,29896510,1,Navy
2,29896510,2,Xanh blue
2,29896510,3,Cam
2,29896510,4,Đen
2,29896510,5,Trắng
2,29896510,6,Hồng
2,29896510,7,Xanh Lá
2,30174538,1,Xanh blue
2,30174538,2,Trắng
2,30174538,3,Hồng
2,30174538,4,Cam
2,30174538,5,Xanh Lá
2,30174538,6,Đen
2,30174552,1,Trắng
2,30174552,2,Xanh Lá
2,29887721,1,Hồng
2,29887721,2,Xanh rêu
2,29887721,3,Navy
2,29504785,1,Navy phối Trắng
2,29504785,2,Trắng phối vàng
2,29504785,3,Trắng phối đỏ
2,29504785,4,Vàng Phối Navy
2,29504791,1,Vàng
2,29504791,2,Trắng
2,29504791,3,Đen
2,29504791,4,Cam
2,29504791,5,Navy
2,29504791,6,Hồng cam
2,29504791,7,Đỏ
2,29504791,8,Tím
2,29504791,9,Xanh Lá
2,29896511,1,ĐEN XANH LÁ
2,29896511,2,XANH LƠ NAVY
2,29896218,1,Navy
2,29896218,2,Xanh blue
2,29896218,3,Vàng
2,29896218,4,Xanh mint
2,29896218,5,Trắng
2,29844051,1,Xanh Biển
2,29844051,2,Đen
2,29844051,3,Navy
2,29844051,4,Trắng
2,29844051,5,Đỏ
2,29844053,1,Xanh Lá
2,29844053,2,Xanh cốm
2,29844053,3,Cam
2,29844053,4,Tím
2,29844053,5,Trắng
2,29844053,6,Hồng
2,29504787,1,Xanh mint
2,29504787,2,Trắng
2,29504787,3,Cam
2,29504787,4,Navy
2,29504787,5,Đen
2,29505373,1,Vàng
2,29505373,2,Xanh rêu
2,29505373,3,Đen
2,29505373,4,Trắng
2,29599354,1,Navy
2,29599354,2,Hồng
2,29599354,3,Tím
2,29599354,4,Xanh lơ
2,29599354,5,Cam đất
2,29888725,1,Trắng
2,24838179,1,Đen
2,24838179,2,Vàng
2,24838179,3,Xanh mint
2,24838179,4,Trắng
2,24838179,5,Navy
2,24838179,6,Đỏ
2,23371857,1,Vàng 1
2,23371857,2,Hồng đậm
2,23371857,3,Hồng
2,23371857,4,Đỏ Melange 1
2,23371857,5,Đen Melange 1
2,23371857,6,Xanh dương 1
2,23371857,7,Đỏ ML
2,23371857,8,Nâu đậm
2,23371857,9,Xanh lam
2,23371857,10,Đen
2,23371857,11,Xanh dương
2,23371857,12,Xanh ngọc
2,23371857,13,Vàng
2,23371857,14,Vàng nhạt
2,23371857,15,Hồng phấn
2,23371857,16,Xanh rêu
2,23371857,17,Xanh biển
2,23371857,18,Cam
2,23371857,19,Nâu
2,23371857,20,Xanh xám
2,23371857,21,Trắng
2,23371858,1,Xanh coban
2,23371858,2,Xanh ngọc
2,23371858,3,Đen
2,23371858,4,Trắng kem
2,23371858,5,Hồng
2,23371858,6,Be
2,23371858,7,Xám
2,23371858,8,Trắng 1
2,23371858,9,Vàng
2,23371858,10,Xanh Biển
2,23371858,11,Đỏ đô
2,23371858,12,Tím than
2,23371858,13,Đỏ đô 1
2,23371858,14,Vàng đậm
2,23371858,15,Xanh nhạt
2,23371858,16,Nâu
2,23371858,17,Vàng nhạt
2,23600077,1,Xanh coban
2,23600077,2,Vàng
2,23600077,3,Xanh vỏ đỗ
2,23600077,4,Trắng
2,23600077,5,Hồng
2,23600077,6,Xanh ngọc
2,23600077,7,Tím than
2,23600077,8,Tím
2,23600077,9,Vàng 1
2,23600077,10,Hồng đất
2,23600077,11,Tím cà
2,29770462,1,Đỏ
2,29770462,2,Cafe
2,29770462,3,Xanh
2,23371860,1,Vàng 1
2,23371860,2,Nâu 1
2,23371860,3,Vàng
2,23371860,4,Trắng nâu
2,23371860,5,Navy
2,23371860,6,Trắng phối navy
2,23371860,7,Nâu
2,23371860,8,Grey
2,23371860,9,Xanh lá
2,23371860,10,Đỏ
2,29650053,1,Xanh Biển
2,29650053,2,Đen
2,29650053,3,Trắng
2,24897575,1,Đỏ 1
2,24897575,2,Xanh ngọc 1
2,24897575,3,Navy 1
2,24897575,4,Vàng
2,24897575,5,Trắng
2,24897575,6,Navy
2,24897575,7,Xanh ngọc
2,24897575,8,Đỏ
2,24897575,9,Tím
2,24897575,10,Đen
2,27582799,1,Xanh coban
2,27582799,2,Xanh Biển
2,27582799,3,Vàng
2,27582799,4,Trắng
2,23371863,1,Đen
2,23371863,2,Xám
2,23371863,3,Xanh coban
2,23371863,4,Xanh ngọc
2,23371863,5,Trắng
2,23371863,6,Hồng
2,23371863,7,Cam đất
2,23371863,8,Xanh coban 1
2,23371863,9,Cam đất 1
2,23371878,1,Navy
2,23371878,2,Đen
2,23371878,3,Vàng
2,23371878,4,Nâu
2,23371878,5,Đỏ
2,23371878,6,Nâu đậm
2,23371878,7,Trắng
2,23600076,1,Xanh Biển
2,23600076,2,Đỏ đô
2,23600076,3,Hồng
2,23600076,4,Xanh Lá
2,23600076,5,Trắng
2,23600076,6,Cam đất
2,24046787,1,Hồng
2,24046787,2,Trắng
2,24046787,3,Đen
2,24046787,4,Vàng
2,24046787,5,Navy
2,24046787,6,Đỏ
2,24897385,1,Navy 1
2,24897385,2,Navy
2,24897385,3,Đen
2,24897385,4,Đỏ
2,24897385,5,Vàng
2,24897385,6,Xanh ngọc
2,24897385,7,Nâu
2,24897574,1,Trắng
2,24897574,2,Đỏ
2,24897574,3,Đen
2,24897574,4,Navy
2,24897574,5,Nâu
2,24897574,6,Vàng
2,24897574,7,Tím
2,24897574,8,Hồng
2,24897574,9,Xanh lơ
2,24897574,10,Đen đậm
2,24897574,11,Xanh mint
2,24919759,1,Trắng
2,24919759,2,Tím than
2,24919759,3,Xanh
2,24919759,4,Đen
2,24919759,5,Nâu
2,24919759,6,Ghi
2,25157543,1,Vàng
2,25157543,2,Tím than
2,25157543,3,Xanh đá
2,25157543,4,Đỏ đô
2,25157543,5,Trắng
2,25198428,1,Navy
2,25198428,2,Xanh Lơ
2,25198428,3,Đen
2,25198428,4,Xanh rêu
2,25198428,5,Xanh Ngọc
2,32874740,1,Đỏ
2,32874740,2,Navy
2,32874740,3,Nâu
2,32493676,1,Hồng
2,32493676,2,Be
2,32493676,3,Nâu
2,32493676,4,Đen
2,27393965,1,Be
2,27393965,2,Navy
2,27393965,3,Cam
2,27393965,4,Nâu
2,27393965,5,Đen
2,27393965,6,Trắng
2,27144586,1,Xanh
2,27144586,2,Xanh đậm
2,30716570,1,Xanh đậm
2,30716570,2,Xanh nhạt
2,23372413,1,Xanh đậm
2,23372413,2,Xanh trung
2,23372413,3,Đen khói
2,23372413,4,Xanh
2,23372413,5,Đen chì
2,23372413,6,Đen
2,23372413,7,Xanh nhạt
2,24370220,1,Đen nhạt
2,24370220,2,Xanh nhạt
2,24370220,3,Xanh đậm
2,24370220,4,Đen
2,24370220,5,Xanh
2,30338732,1,Đen
2,30338732,2,Đen chì
2,27918177,1,Xanh đậm
2,27918177,2,Xanh
2,27914260,1,Xanh đậm
2,27914260,2,Xanh nhạt
2,27568304,1,Xanh
2,27568304,2,Xanh đậm
2,27436262,1,Xanh đậm
2,27436262,2,Xanh
2,27436205,1,LIGHT BLUE
2,27436205,2,BLUE
2,27436205,3,DARK BLUE
2,27436205,4,SMOKE BLACK
2,27436205,5,BLACK
2,27435529,1,Xanh đậm
2,27435529,2,Xanh
2,27393180,1,Xanh
2,27393180,2,Xanh đậm
2,27144588,1,Xanh sáng
2,27144588,2,Xanh đậm
2,27144588,3,Xanh Trung
2,24556139,1,Xanh đậm
2,24556139,2,Xanh
2,23600265,1,Đen chì
2,23600265,2,Đen khói
2,23600265,3,Đen
2,23372420,1,Đen chì
2,23372420,2,Đen Khói
2,23372420,3,Xanh Trung
2,23372420,4,Xanh đậm
2,23372420,5,Đen
2,23372420,6,Xanh nhạt
2,23372420,7,Xám
2,23372419,1,Đậm
2,23372419,2,Trung
2,23372419,3,Sáng
2,23372417,1,Xanh nhạt
2,23372417,2,Xanh
2,23372417,3,Xanh sáng
2,23372414,1,Xanh đậm
2,23372414,2,Xanh
2,23372414,3,Xanh nhạt
2,32830110,1,Xanh nhạt
2,32830110,2,xanh trung
2,28338884,1,Đen
2,28338884,2,Nâu nhạt
2,28338884,3,Nâu đất
2,23371923,1,Đen
2,23371923,2,Tím than
2,27445246,1,Đen
2,27445246,2,Trắng
2,27436167,1,Nâu be
2,27436167,2,Trắng đen
2,27435526,1,Đen
2,27435526,2,Nâu
2,27195414,1,Đen
2,27195414,2,Be
2,27138438,1,Nâu
2,27138438,2,Chì .
2,27138438,3,Đen
2,27138438,4,Xanh
2,27138438,5,Xám
2,23371921,1,Tím than
2,23371921,2,Be
2,23371921,3,Đen
2,23371921,4,Nâu
2,23371921,5,Vàng
2,23371919,1,Be
2,23371919,2,Vàng
2,23371919,3,Tím than
2,23371919,4,Đen
2,23371919,5,Nâu
2,23371918,1,Đen bạc
2,23371918,2,Trắng Xanh
2,23371918,3,Đen
2,23371918,4,Đen Khói
2,23371918,5,Trắng
2,32479246,1,Đen chấm bi
2,32479246,2,Đen
2,32502422,1,Nâu
2,32502422,2,Xanh than
2,32502422,3,Đen
2,32894323,1,Đen
2,32980245,1,Xanh da trời
2,32980245,2,Đen
2,27436174,1,Be
2,27436174,2,Đen
2,27436174,3,Nâu
2,27436174,4,Ghi
2,23808414,1,Đen
2,23808414,2,Tím than
2,23600057,1,Ghi đậm
2,23600057,2,Đen
2,23600057,3,Tím than
2,23600057,4,Be
2,23600075,1,Tím than
2,23600075,2,Đen
2,23600075,3,Xanh ghi đậm
2,23600075,4,Be đậm
2,23600075,5,Be
2,23600075,6,Xanh ghi
2,27195400,1,Đen
2,27195400,2,Ghi Đậm
2,27195400,3,Xanh ghi
2,27195400,4,Ghi
2,27195400,5,Nâu be
2,29752839,1,Xanh lơ
2,29752839,2,Đen
2,29752839,3,Ghi Đậm
2,29752839,4,Ghi be
2,27907510,1,Tím than
2,27907510,2,Xanh rêu
2,27907510,3,Chì .
2,27907510,4,Đen
2,32502423,1,Be
2,32502423,2,Nâu
2,32502423,3,Ghi Đậm
2,32502423,4,Đen
2,32493683,1,Đen
2,32493683,2,Ghi Đậm
2,32493683,3,Tím than
2,32493683,4,Be
2,32486523,1,Xanh
2,32486523,2,Ghi
2,32486523,3,Tím than
2,32486523,4,Đen
2,31266214,1,Đen
2,31266214,2,Xám
2,31266214,3,NÂU RÊU
2,30712005,1,Xanh ghi
2,30712005,2,Be ghi
2,30712005,3,Đen
2,29888724,1,Tím than
2,29888724,2,Ghi Đậm
2,29888724,3,Đen
2,29888724,4,Nâu
2,29655066,1,Đen
2,29655066,2,Ghi Đậm
2,29655066,3,Rêu
2,29655066,4,Be sữa
2,26600127,1,Nâu cam
2,26600127,2,Nâu đất
2,26600127,3,Tím than
2,26600127,4,Be
2,26600127,5,Đen
2,26600127,6,Ghi đậm
2,25925154,1,Nâu
2,25925154,2,Be
2,25925154,3,Xanh đá
2,25925154,4,Đen
2,23600059,1,Be
2,23600059,2,Đen
2,23600059,3,Nâu
2,23600059,4,Xanh
2,23372400,1,Xanh
2,23372400,2,Xanh nhạt
2,23372400,3,Be
2,23372400,4,Ghi
2,23372400,5,Đen
2,23372400,6,Tím than
2,23372396,1,Tím than
2,23372396,2,Đen
2,27343782,1,Xanh lơ
2,27343782,2,Navy
2,27343782,3,Đỏ
2,27343782,4,Đen
2,28261371,1,Kẻ be
2,28261371,2,Kẻ nâu
2,28261371,3,Kẻ đen trắng
2,28435922,1,Hoa nền trắng
2,28435922,2,Hoa nền hồng
2,28435922,3,Hoa nền xanh
2,28435922,4,Hoạ tiết đen
2,27319580,1,Vàng
2,27319580,2,Đen
2,25958684,1,Vàng
2,25958684,2,Xanh
2,26353462,1,Nâu
2,26353462,2,Đen
2,26818686,1,Hồng
2,26818686,2,Vàng
2,26818686,3,Cam
2,26677754,1,Tím than
2,25958703,1,Vàng
2,25958703,2,Xanh
2,25925078,1,Đen
2,25925078,2,Tím than
2,25925078,3,Vàng
2,25925078,4,Trắng
2,23372467,1,Xanh
2,23372467,2,Đen
2,23372466,1,Xanh vằn đỏ
2,23372466,2,Trắng vằn đen
2,28711517,1,Hồng phấn
2,28711517,2,Trắng
2,28711517,3,Vàng
2,28779766,1,Xanh lơ
2,28779766,2,Đen
2,28779766,3,Trắng
2,29000580,1,Đen
2,29000580,2,Nâu
2,29066309,1,Xanh Lá
2,29066309,2,Đen
2,29066309,3,Trắng
2,29000581,1,Đen
2,29000581,2,Trắng
2,29066563,1,Trắng
2,29066563,2,Đen
2,29066563,3,Xanh lơ
2,29066565,1,Đỏ
2,29066565,2,Trắng
2,29066565,3,Đen
2,29066564,1,Trắng
2,29066564,2,Đen
2,30338891,1,Hồng sen
2,30338891,2,Đen
2,30339733,1,Tím
2,30339733,2,ĐEN 1
2,28435921,1,Đỏ
2,28435921,2,Đen
2,29225428,1,Đỏ đô
2,29225428,2,Kem
2,29225428,3,Đen
2,30342170,1,ĐEN XANH LÁ
2,30342170,2,Đen trắng navy
2,30342174,1,Trắng
2,30342174,2,Xanh cốm
2,30342174,3,Cam
2,30342174,4,Xanh mint
2,30574704,1,Hồng
2,30574704,2,Vàng
2,30574704,3,Vàng đậm
2,30574704,4,Vàng nhạt
2,30647589,1,Đen
2,30647589,2,Trắng
2,30647589,3,Đỏ
2,30338894,1,Xanh mint
2,30338894,2,Trắng
2,30338894,3,Đen
2,30709934,1,Xanh
2,30709934,2,Vàng
2,31043332,1,Trắng
2,31043332,2,Xanh cốm
2,31043332,3,Đen
2,30340001,1,Xanh cốm
2,30340001,2,Nâu
2,30340001,3,Trắng
2,30340001,4,Cam
2,30340001,5,Xanh bơ
2,30340000,1,Cam nhạt
2,30340000,2,Đỏ
2,30662173,1,Cam
2,30662173,2,Xanh coban
2,30662173,3,Xanh Lá
2,30662173,4,Navy
2,30662173,5,Đen
2,30711925,1,Xanh coban
2,30711925,2,Đen
2,30711925,3,Tím
2,30711925,4,Nâu
2,30711925,5,Xanh Lá
2,23372428,1,Xanh
2,23372428,2,Trắng
2,23372428,3,Tím nhạt
2,23372428,4,Tím than
2,23372428,5,Xanh đậm
2,23372445,1,Xanh
2,23372445,2,Xanh nhạt
2,23372445,3,Trắng
2,25198431,1,Rêu
2,25198431,2,Be
2,25198431,3,Trắng
2,25198431,4,Xanh
2,25198431,5,Hồng
2,32492435,1,Xanh
2,32492435,2,Trắng
2,32492435,3,Hồng
2,32492435,4,Vàng
2,32492435,5,Be
2,31184382,1,Trắng
2,31184382,2,Hồng
2,31184382,3,Xanh Lá
2,31184382,4,Đỏ đô
2,31184382,5,Đen
2,31184378,1,Kẻ xanh đậm
2,31184378,2,Kẻ cam
2,31184378,3,Kẻ xanh lá
2,31151474,1,Kẻ xanh lá
2,31151474,2,Kẻ xanh đậm
2,31151474,3,Kẻ cam
2,31043330,1,Xanh cốm
2,31043330,2,Đen
2,30716569,1,Trắng
2,30716569,2,Xanh Lá
2,30716569,3,Đen
2,30712197,1,Vàng
2,30712197,2,Xanh Lá
2,30712197,3,Đỏ đô
2,30712197,4,Trắng
2,30712004,1,Cam
2,30712004,2,Xanh Lá
2,30712004,3,Trắng
2,30712004,4,Hồng
2,30710025,1,Vàng bơ
2,30710025,2,Xanh Lá
2,30710025,3,Trắng
2,30710025,4,Đen
2,30663271,1,Cam
2,30663271,2,Navy
2,30663271,3,Xanh Lá
2,30663271,4,Đen
2,30339993,1,Xanh dương
2,30339993,2,Trắng
2,30338359,1,Đen
2,30338359,2,Trắng
2,30335734,1,XANH BI ĐEN
2,30335734,2,KEM BI ĐEN
2,30335734,3,ĐEN BI KEM
2,30333067,1,Trắng
2,30333067,2,Đen
2,29888727,1,Chấm bi be
2,29888727,2,Chấm bi đen
2,29655065,1,Cam
2,29655065,2,Đen
2,29655065,3,Trắng
2,29161390,1,Xanh loang
2,29161390,2,Hồng loang
2,28125042,1,Hồng
2,28125042,2,Be
2,28125042,3,Trắng
2,28084157,1,Đen
2,28084157,2,Nâu
2,27144598,1,Trắng
2,27144598,2,Xanh
2,27144598,3,Xanh nhạt
2,27138441,1,Hồng
2,27138441,2,Đen
2,27138441,3,Xanh
2,24574403,1,Vàng
2,24574403,2,Trắng
2,24574403,3,Xanh
2,32502427,1,Be
2,32502427,2,Trắng
2,32502427,3,Vàng
2,32502427,4,Đỏ
2,32502427,5,Xanh
2,23371814,1,Nâu 1
2,23371814,2,Đỏ đô
2,23371814,3,Ghi
2,23371814,4,Trắng
2,23371814,5,Đen
2,23371814,6,Be 1
2,23371814,7,Be
2,23371814,8,Nâu
2,23371814,9,Hồng gạch
2,23371814,10,Kem
2,23371818,1,Trắng đen
2,23371818,2,Xanh trắng
2,23371818,3,Ghi đen
2,23371818,4,Be đen
2,23371818,5,Hồng Trắng
2,23371818,6,Be
2,23371818,7,Đen
2,23371818,8,Ghi
2,23371818,9,Hồng
2,23371818,10,Trắng
2,23371818,11,Xanh
2,23371818,12,Đen Lé Trắng
2,23371818,13,Nâu Lé Đen
2,26554096,1,Đen kẻ trắng
2,26554096,2,Trắng kẻ cam
2,26554096,3,Tím than kẻ trắng
2,26554096,4,Trắng kẻ xanh
2,27195399,1,Xanh trắng
2,27195399,2,Đen trắng
2,27195399,3,Trắng đen
2,27497988,1,Ghi
2,27497988,2,Trắng
2,27497988,3,Nâu
2,27497988,4,Be
2,27497988,5,Đen
2,27918171,1,Trắng
2,27918171,2,Nâu
2,27918171,3,Tàn
2,27918171,4,Navy
2,27918171,5,Đen
2,28285033,1,Trắng kẻ đen
2,28285033,2,Trắng kẻ tím than
2,28285033,3,Be kẻ tím than
2,28285033,4,Trắng kẻ xanh
2,28426578,1,Trắng
2,28426578,2,Đen
2,32202420,1,Cam Be
2,32202420,2,Trắng Xanh
2,32202420,3,Trắng Navy
2,32202420,4,Nâu be
2,32202421,1,Trắng
2,32202421,2,Đen
2,32202421,3,Tàn
2,32202421,4,Nâu
2,32202421,5,Xanh Lá
2,32202422,1,Trắng kẻ đen
2,32202422,2,Đen kẻ trắng
2,32202424,1,Trắng kẻ blue
2,32202424,2,Trắng kẻ đen
2,32202424,3,Trắng kẻ xanh
2,32202424,4,TRẮNG KẺ NÂU
2,32502417,1,Be đen
2,32502417,2,Trắng đen
2,32502417,3,Navy trắng
2,32502417,4,Kẻ xanh hồng
2,32493680,1,Đỏ đô
2,32493680,2,Trắng
2,32493680,3,Navy
2,32493680,4,Đen
2,23466586,1,Nâu sữa
2,23466586,2,Đen
2,23466586,3,Ghi
2,23466586,4,Kem
2,23466586,5,Tím than
2,23466583,1,Xanh trắng
2,23466583,2,Đen chì
